lr_ft,lr_head,batch_size,optimizer,unfreeze_k,weight_decay,seed,out_dir,best_val_f1
3e-05,0.001,8,lion,4,1e-05,42,/Users/pranav/Desktop/Task1/sand_vit_baseline/hp_runs_v2/run_001_lrft3e-05_lrh0p001_bs8_optlion_k4_wd1e-05_s42,0.014545454545454545
3e-05,0.001,8,lion,4,0.0001,42,/Users/pranav/Desktop/Task1/sand_vit_baseline/hp_runs_v2/run_002_lrft3e-05_lrh0p001_bs8_optlion_k4_wd0p0001_s42,0.014545454545454545
